epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
17,2113.51,0.61757,0.83698,1,0.39801,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
18,2235.27,0.57975,0.81995,1,0.43175,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
19,2357.65,0.53075,0.83212,1,0.44574,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
20,2479.97,0.57683,0.84672,1,0.40998,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
21,2601.56,0.51331,0.86375,1,0.36391,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
22,2727.83,0.50813,0.85158,1,0.40039,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
23,2853.16,0.4995,0.85158,1,0.376,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
24,2978.65,0.52903,0.85158,1,0.40171,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
25,3104.01,0.49294,0.85645,1,0.35628,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
26,3229.6,0.49336,0.84915,1,0.39916,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
27,3354.88,0.49911,0.84185,1,0.37761,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
28,3481.07,0.49779,0.86861,1,0.36368,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
29,3606.37,0.47327,0.87591,1,0.35414,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
30,3731.2,0.46146,0.87348,1,0.3793,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
31,3856.38,0.4518,0.87105,1,0.39675,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,3981.27,0.4537,0.85401,1,0.35883,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,4107.11,0.43693,0.85645,1,0.35377,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,4232.48,0.45364,0.87348,1,0.35127,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,4359.07,0.42587,0.88321,1,0.32951,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
36,4486.1,0.44151,0.88321,1,0.3363,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
37,4611.6,0.45294,0.86618,1,0.39773,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
38,4736.89,0.44621,0.86861,1,0.34766,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
39,4864.13,0.42709,0.88808,1,0.31369,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
40,4994.45,0.40853,0.88564,1,0.33141,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
41,5131.57,0.39937,0.88564,1,0.36156,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
42,5264.44,0.42432,0.87105,1,0.33815,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
43,5398.08,0.41633,0.89051,1,0.33669,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
44,5528.79,0.41413,0.88808,1,0.33768,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
45,5662.51,0.39894,0.88078,1,0.32579,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
46,5789.77,0.4061,0.87591,1,0.34807,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
47,5916.4,0.38777,0.90024,1,0.30527,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
48,6044.51,0.37974,0.90511,1,0.31316,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
49,6174.98,0.39723,0.89538,1,0.30659,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
50,6306.36,0.39455,0.89781,1,0.29254,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
51,6441.39,0.36665,0.91241,1,0.29029,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,6575.98,0.38309,0.90268,1,0.2988,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,6707.29,0.36996,0.89538,1,0.31755,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,6840.07,0.38147,0.89781,1,0.28828,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,6968.6,0.38501,0.89051,1,0.32027,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,7097.01,0.36951,0.87348,1,0.32651,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,7225.02,0.38844,0.87835,1,0.31943,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,7359.81,0.36925,0.89781,1,0.29465,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,7487.54,0.36925,0.90024,1,0.29272,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,7613.5,0.36982,0.89294,1,0.31844,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,7739.22,0.33855,0.88808,1,0.31166,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,7869.7,0.36142,0.90024,1,0.33638,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
